,屋外温度,屋外温度,屋外温度,屋外温度,屋外温度,屋外湿度,屋外湿度,屋外湿度,屋外湿度,屋外湿度,風速,風速,風速,風速,風速,風向,風向,風向,風向,風向,屋外日射,屋外日射,屋外日射,屋外日射,屋外日射,屋外CO2濃度,屋外CO2濃度,屋外CO2濃度,屋外CO2濃度,屋外CO2濃度,絶対湿度,絶対湿度,絶対湿度,絶対湿度,絶対湿度,屋外露点温度,屋外露点温度,屋外露点温度,屋外露点温度,屋外露点温度,屋外飽差,屋外飽差,屋外飽差,屋外飽差,屋外飽差,屋外湿度（高精度）,屋外湿度（高精度）,屋外湿度（高精度）,屋外湿度（高精度）,屋外湿度（高精度）,屋外日射（高精度）,屋外日射（高精度）,屋外日射（高精度）,屋外日射（高精度）,屋外日射（高精度）
2020/8/24 7:00,26.2,26.3,25.5,25.915,0.8,93,95,93,94.259,2,0,0,0,0,0,0,0,0,0,0,0.63,0.75,0.56,0.649,0.19,1239,1248,1239,1239.407,9,20.1,20.2,19.4,20.011,0.8,25,25.1,24.4,24.926,0.7,1.5,1.5,1,1.181,0.5,92.6,95.3,92.6,94.181,2.7,0.632,0.757,0.562,0.653,0.195
2020/8/24 7:05,26.4,26.4,26.2,26.326,0.2,93,93,92,92.926,1,0,0,0,0,0,0,0,0,0,0,0.72,0.73,0.54,0.628,0.19,1239,1240,1229,1235.556,11,20.3,20.3,20,20.211,0.3,25.2,25.2,24.9,25.111,0.3,1.5,1.7,1.5,1.515,0.2,92.7,93.2,92.1,92.748,1.1,0.722,0.732,0.548,0.632,0.184
2020/8/24 7:10,26.5,26.6,26.1,26.363,0.5,92,93,91,92.296,2,0,0,0,0,0,0,0,0,0,0,0.68,0.72,0.55,0.659,0.17,1219,1239,1219,1228.519,20,20.2,20.5,19.5,20.123,1,25.1,25.3,24.5,25.019,0.8,1.7,1.9,1.5,1.638,0.4,91.6,93.3,91.1,92.115,2.2,0.685,0.723,0.551,0.664,0.172
2020/8/24 7:15,26.6,26.8,26.2,26.507,0.6,91,92,91,91.333,1,0,0,0,0,0,0,0,0,0,0,0.75,0.75,0.56,0.693,0.19,1219,1221,1219,1219.074,2,20.1,20.6,19.6,20.119,1,25,25.4,24.6,24.989,0.8,1.9,2,1.7,1.822,0.3,91.1,92.2,90.5,91.267,1.7,0.754,0.754,0.568,0.697,0.186
2020/8/24 7:20,26.5,27,26.4,26.83,0.6,90,91,88,89.667,3,0,0,0,0,0,0,0,0,0,0,0.52,0.75,0.48,0.594,0.27,1209,1220,1209,1215.926,11,19.9,20.6,19.7,20.122,0.9,24.8,25.4,24.6,25.007,0.8,2.2,2.7,1.9,2.274,0.8,89.9,91.1,88.2,89.585,2.9,0.521,0.756,0.484,0.598,0.272
2020/8/24 7:25,27.1,27.1,26.5,26.815,0.6,89,90,89,89.556,1,0,0,0,0,0,0,0,0,0,0,0.73,0.74,0.52,0.652,0.22,1209,1210,1209,1209.111,1,20.3,20.3,19.7,20.063,0.6,25.2,25.2,24.7,24.963,0.5,2.5,2.5,2.2,2.3,0.3,88.7,90.4,88.7,89.574,1.7,0.735,0.744,0.521,0.657,0.223
2020/8/24 7:30,27.7,27.7,27.1,27.467,0.6,86,89,86,87.296,3,0,0,0,0,0,0,0,0,0,0,0.74,0.74,0.62,0.718,0.12,1199,1210,1199,1206.63,11,20.3,20.6,20.1,20.374,0.5,25.2,25.4,25,25.233,0.4,3.3,3.3,2.5,2.893,0.8,86.3,88.7,86.3,87.307,2.4,0.745,0.745,0.625,0.722,0.12
2020/8/24 7:35,28,28,27.4,27.8,0.6,86,87,85,85.815,2,0,0,0,0,0,0,0,0,0,0,0.66,0.78,0.57,0.708,0.21,1199,1201,1199,1199.222,2,20.7,21,19.9,20.407,1.1,25.5,25.7,24.8,25.237,0.9,3.3,3.6,3,3.37,0.6,85.9,87.4,84.7,85.719,2.7,0.665,0.785,0.578,0.712,0.207
2020/8/24 7:40,27.3,28,27.2,27.444,0.8,88,88,86,87.259,2,0,0,0,0,0,0,0,0,0,0,0.54,0.66,0.52,0.541,0.14,1199,1201,1199,1199.222,2,20.3,20.7,20,20.315,0.7,25.2,25.5,24.9,25.189,0.6,2.7,3.3,2.7,2.93,0.6,87.7,88.1,85.8,87.174,2.3,0.547,0.665,0.527,0.546,0.138
2020/8/24 7:45,27,27.4,26.9,27.181,0.5,88,89,87,88,2,0,0,0,0,0,0,0,0,0,0,0.5,0.55,0.5,0.534,0.05,1199,1201,1199,1199.148,2,19.9,20.7,19.8,20.178,0.9,24.9,25.5,24.8,25.1,0.7,2.7,2.9,2.4,2.685,0.5,88.3,88.8,87.4,87.993,1.4,0.5,0.556,0.5,0.537,0.056
2020/8/24 7:50,27.5,27.5,26.7,27.081,0.8,89,90,88,88.963,2,0,0,0,0,0,0,0,0,0,0,0.7,0.76,0.49,0.59,0.27,1206,1206,1199,1200.185,7,20.8,21,19.8,20.263,1.2,25.6,25.8,24.8,25.17,1,2.5,2.7,2.3,2.459,0.4,88.7,89.8,88.2,88.922,1.6,0.703,0.767,0.497,0.594,0.27
2020/8/24 7:55,27.8,27.9,27.4,27.652,0.5,86,89,86,87.519,3,0,0,0,0,0,0,0,0,0,0,0.67,0.83,0.6,0.661,0.23,1199,1210,1199,1205.037,11,20.5,21.1,20.2,20.667,0.9,25.3,25.8,25.1,25.474,0.7,3.3,3.3,2.5,2.885,0.8,86.4,88.8,85.8,87.5,3,0.677,0.836,0.602,0.665,0.234
2020/8/24 8:00,27.9,28,27.8,27.878,0.2,85,87,85,85.741,2,0,0,0,0,0,0,0,0,0,0,0.64,0.67,0.62,0.637,0.05,1199,1201,1199,1199.148,2,20.4,20.8,20.2,20.522,0.6,25.2,25.6,25.1,25.326,0.5,3.6,3.6,3.1,3.389,0.5,84.8,86.9,84.8,85.752,2.1,0.647,0.677,0.628,0.642,0.049
2020/8/24 8:05,28.7,28.9,27.9,28.43,1,83,85,82,83.63,3,0,0,0,0,0,0,0,0,0,0,0.77,0.97,0.64,0.776,0.33,1199,1201,1199,1199.222,2,20.9,21.1,20.1,20.678,1,25.6,25.8,25,25.448,0.8,4.2,4.5,3.6,4.022,0.9,82.8,84.8,82.3,83.678,2.5,0.775,0.979,0.647,0.781,0.332
2020/8/24 8:10,28.8,28.8,28.4,28.711,0.4,82,83,81,82.222,2,0,0,0,0,0,0,0,0,0,0,0.89,0.89,0.64,0.696,0.25,1181,1201,1180,1189.259,21,20.7,21,20.1,20.693,0.9,25.5,25.7,25,25.474,0.7,4.5,4.8,4.2,4.415,0.6,81.7,83.4,81.4,82.17,2,0.89,0.89,0.645,0.7,0.245
2020/8/24 8:15,30.6,30.6,28.8,29.544,1.8,77,82,77,79.741,5,0,0,0,0,0,0,0,0,0,0,0.98,0.99,0.84,0.957,0.15,1188,1188,1180,1181.481,8,21.7,22,20.5,21.033,1.5,26.3,26.5,25.3,25.763,1.2,6.4,6.4,4.5,5.33,1.9,77,82,77,79.67,5,0.981,0.993,0.841,0.961,0.152
2020/8/24 8:20,29.7,30.6,29.3,29.942,1.3,78,79,77,78.115,2,0,0,0,0,0,0,0,0,0,0,0.81,0.98,0.54,0.585,0.44,1180,1191,1180,1182.346,11,20.8,21.8,20.4,21.152,1.4,25.6,26.4,25.3,25.874,1.1,5.8,6.4,5.4,5.863,1,78.4,79.1,76.5,78.012,2.6,0.812,0.982,0.54,0.589,0.442
2020/8/24 8:25,30.4,30.5,29.7,30.215,0.8,76,79,76,77.593,3,0,0,0,0,0,0,0,0,0,0,0.81,0.97,0.81,0.933,0.16,1180,1182,1180,1180.185,2,21.1,22.1,20.6,21.344,1.5,25.8,26.6,25.4,26.007,1.2,6.6,6.6,5.6,6.148,1,75.6,78.9,75.6,77.548,3.3,0.819,0.978,0.812,0.937,0.166
2020/8/24 8:30,30.4,30.4,29.9,30.193,0.5,77,78,76,77,2,0,0,0,0,0,0,0,0,0,0,0.97,1.02,0.59,0.736,0.43,1170,1180,1170,1170.926,10,21.4,21.7,20.9,21.148,0.8,26.1,26.3,25.7,25.881,0.6,6.4,6.6,5.9,6.278,0.7,77.1,78.1,75.6,76.9,2.5,0.975,1.029,0.597,0.742,0.432
2020/8/24 8:35,30.2,30.7,29.9,30.322,0.8,78,78,76,76.852,2,0,0,0,0,0,0,0,0,0,0,0.65,1.07,0.65,0.833,0.42,1170,1171,1160,1169.259,11,21.4,21.8,20.5,21.27,1.3,26.1,26.4,25.3,25.963,1.1,6,6.8,5.9,6.341,0.9,77.8,77.8,75.5,76.648,2.3,0.658,1.074,0.656,0.838,0.418
2020/8/24 8:40,30.1,30.4,29.7,30.152,0.7,77,79,76,77.593,3,0,0,0,0,0,0,0,0,0,0,0.76,0.93,0.65,0.697,0.28,1170,1171,1170,1170.333,1,21,21.7,20.5,21.244,1.2,25.8,26.3,25.4,25.941,0.9,6.2,6.6,5.7,6.111,0.9,76.7,78.6,75.6,77.5,3,0.764,0.937,0.657,0.701,0.28
2020/8/24 8:45,30.4,30.6,30,30.222,0.6,76,78,76,76.852,2,0,0,0,0,0,0,0,0,0,0,0.67,1.09,0.65,0.818,0.44,1170,1171,1160,1168.037,11,21.1,21.7,20.8,21.142,0.9,25.8,26.3,25.5,25.85,0.8,6.6,6.7,5.9,6.331,0.8,75.5,78.2,75.5,76.67,2.7,0.672,1.093,0.655,0.823,0.438
2020/8/24 8:50,30.4,30.4,29.6,30.004,0.8,76,78,76,76.963,2,0,0,0,0,0,0,0,0,0,0,0.81,0.98,0.63,0.743,0.35,1160,1171,1160,1161.407,11,21.1,21.4,20.2,20.915,1.2,25.8,26.1,25,25.685,1.1,6.6,6.6,5.9,6.237,0.7,76.4,77.7,75.5,76.748,2.2,0.81,0.988,0.632,0.747,0.356
2020/8/24 8:55,30,30.4,29.8,29.985,0.6,77,78,75,76.593,3,0,0,0,0,0,0,0,0,0,0,0.59,0.81,0.59,0.599,0.22,1170,1171,1160,1166.667,11,20.9,21.2,20.4,20.77,0.8,25.7,25.9,25.2,25.552,0.7,6.2,6.9,5.9,6.315,1,77.1,77.6,75,76.496,2.6,0.59,0.81,0.59,0.603,0.22
2020/8/24 9:00,29.4,30,29.2,29.789,0.8,79,79,77,77.556,2,0,0,0,0,0,0,0,0,0,0,0.52,0.59,0.52,0.543,0.07,1170,1171,1170,1170.222,1,20.7,21.2,20.2,20.807,1,25.5,25.9,25.1,25.615,0.8,5.5,6.2,5.5,5.996,0.7,78.6,78.6,76.5,77.385,2.1,0.527,0.59,0.527,0.548,0.063
2020/8/24 9:05,29,29.5,29,29.337,0.5,79,80,78,78.778,2,0,0,0,0,0,0,0,0,0,0,0.54,0.54,0.52,0.524,0.02,1170,1173,1170,1170.148,3,20.2,21,20.2,20.537,0.8,25.1,25.7,25.1,25.37,0.6,5.3,5.8,5.1,5.533,0.7,78.6,80.2,77.7,78.83,2.5,0.543,0.543,0.522,0.529,0.021
2020/8/24 9:10,28.6,29,28.4,28.704,0.6,81,81,78,79.593,3,0,0,0,0,0,0,0,0,0,0,0.62,0.62,0.54,0.572,0.08,1170,1171,1170,1170.148,1,20.2,20.4,19.4,19.978,1,25.1,25.2,24.4,24.9,0.8,4.7,5.6,4.7,5.13,0.9,80.5,80.5,78,79.456,2.5,0.629,0.629,0.543,0.577,0.086
2020/8/24 9:15,29.2,29.3,28.5,28.867,0.8,78,81,78,79.852,3,0,0,0,0,0,0,0,0,0,0,0.69,1.09,0.62,0.739,0.47,1180,1181,1170,1174.741,11,20.2,20.6,19.9,20.252,0.7,25.1,25.4,24.8,25.13,0.6,5.7,5.7,4.7,5.067,1,78,80.9,78,79.804,2.9,0.698,1.098,0.629,0.743,0.469
2020/8/24 9:20,30.5,30.5,28.9,29.519,1.6,75,79,75,77.63,4,0,0,0,0,0,0,0,0,0,0,1.1,1.12,0.64,0.829,0.48,1171,1181,1170,1171.815,11,21,21.3,20,20.493,1.3,25.7,26,24.9,25.337,1.1,7,7,5.3,5.863,1.7,74.7,79.1,74.5,77.589,4.6,1.108,1.122,0.641,0.833,0.481
2020/8/24 9:25,31.3,31.5,30.5,31.189,1,70,76,70,72.037,6,0,0,0,0,0,0,0,0,0,0,1.02,1.11,0.69,0.978,0.42,1162,1171,1160,1162.63,11,20.5,21.5,20.2,20.993,1.3,25.3,26.2,25.1,25.733,1.1,8.8,8.8,6.7,8.111,2.1,70.3,75.9,70.1,71.978,5.8,1.021,1.116,0.691,0.982,0.425
2020/8/24 9:30,29.6,31.4,29.6,30.563,1.8,75,75,70,72.815,5,0,0,0,0,0,0,0,0,0,0,0.53,1.03,0.53,0.639,0.5,1162,1163,1160,1160.667,3,19.9,21,19.6,20.411,1.4,24.8,25.7,24.6,25.259,1.1,6.6,8.8,6.6,7.67,2.2,74.7,75.3,70.1,72.781,5.2,0.531,1.034,0.53,0.642,0.504
2020/8/24 9:35,29.2,29.8,29.2,29.474,0.6,76,76,75,75.37,1,0,0,0,0,0,0,0,0,0,0,0.52,0.57,0.52,0.534,0.05,1162,1162,1160,1160.667,2,19.7,20.2,19.5,19.841,0.7,24.6,25,24.5,24.752,0.5,6.2,6.7,6.2,6.452,0.5,76.1,76.4,74.5,75.381,1.9,0.529,0.573,0.522,0.538,0.051
2020/8/24 9:40,30.2,30.2,29.1,29.422,1.1,76,78,75,76.741,3,0,0,0,0,0,0,0,0,0,0,0.69,1.09,0.52,0.772,0.57,1160,1162,1160,1160.37,2,20.9,20.9,19.7,20.111,1.2,25.6,25.7,24.6,25.026,1.1,6.6,6.6,5.7,6.07,0.9,75.5,77.6,75.4,76.715,2.2,0.694,1.096,0.526,0.777,0.57
2020/8/24 9:45,31.8,31.8,30.1,30.956,1.7,73,76,72,73.667,4,0,0,0,0,0,0,0,0,0,0,1.05,1.1,0.65,1.002,0.45,1160,1162,1160,1160.519,2,22.1,22.1,20.6,21.167,1.5,26.5,26.5,25.4,25.841,1.1,8.1,8.4,6.5,7.511,1.9,72.7,75.6,71.6,73.452,4,1.058,1.108,0.658,1.007,0.45
2020/8/24 9:50,31,32,31,31.648,1,71,73,69,70.24,4,0,0,0,0,0,0,0,0,0,0,1.01,1.11,0.81,1.047,0.3,1152,1162,1151,1156.56,11,20.5,22.3,20.1,21.028,2.2,25.3,26.7,25,25.728,1.7,8.3,9.4,8.1,8.892,1.3,70.8,73.3,68.9,70.244,4.4,1.013,1.112,0.816,1.051,0.296
2020/8/24 9:55,31.5,32.6,31,31.793,1.6,70,75,67,69.963,8,0,0,0,0,0,0,0,0,0,0,1.12,1.13,1.01,1.108,0.12,1151,1159,1151,1152.481,8,20.8,22.9,19.9,21.093,3,25.5,27.2,24.9,25.781,2.3,8.9,10.4,7.6,9.081,2.8,69.8,74.8,66.7,69.826,8.1,1.128,1.136,1.013,1.112,0.123
2020/8/24 10:00,32,33,31,32.178,2,68,72,67,69.296,5,0,0,0,0,0,0,0,0,0,0,1.19,1.2,0.97,1.134,0.23,1151,1160,1151,1152.704,9,20.8,22.1,20.4,21.389,1.7,25.6,26.6,25.3,26.03,1.3,9.8,10.7,8.2,9.426,2.5,68.3,71.6,66.6,69.263,5,1.195,1.205,0.979,1.139,0.226
2020/8/24 10:05,32,32.8,31.9,32.344,0.9,68,70,67,67.704,3,0,0,0,0,0,0,0,0,0,0,1.13,1.19,0.86,1.111,0.33,1151,1152,1151,1151.074,1,20.8,22.3,20.4,21.174,1.9,25.6,26.7,25.2,25.859,1.5,9.8,10.5,9.5,10.022,1,67.8,69.8,66.7,67.822,3.1,1.135,1.195,0.861,1.116,0.334
2020/8/24 10:10,32.3,33.2,32,32.848,1.2,68,69,65,66.778,4,0,0,0,0,0,0,0,0,0,0,1.18,1.19,0.94,1.13,0.25,1141,1152,1141,1150.519,11,21.1,22.5,20.7,21.407,1.8,25.8,26.9,25.5,26.033,1.4,9.9,11.3,9.8,10.689,1.5,67.7,68.6,65.3,66.659,3.3,1.181,1.19,0.947,1.134,0.243
2020/8/24 10:15,32.5,33,31.9,32.704,1.1,69,71,67,68.37,4,0,0,0,0,0,0,0,0,0,0,0.58,1.23,0.58,0.889,0.65,1151,1152,1141,1149.778,11,21.7,22.9,20.9,21.733,2,26.3,27.2,25.7,26.293,1.5,9.7,10.7,9.3,10.067,1.4,69.2,70.6,66.7,68.278,3.9,0.588,1.233,0.588,0.892,0.645
2020/8/24 10:20,31.4,32.5,31.4,31.644,1.1,71,73,69,71.37,4,0,0,0,0,0,0,0,0,0,0,1.14,1.14,0.54,0.613,0.6,1151,1152,1146,1150.111,6,20.9,22,20.7,21.374,1.3,25.7,26.5,25.4,26,1.1,8.5,9.7,8,8.544,1.7,71.2,72.8,69.2,71.315,3.6,1.145,1.145,0.54,0.617,0.605
2020/8/24 10:25,32.7,32.7,31.4,32.037,1.3,67,72,67,69.63,5,0,0,0,0,0,0,0,0,0,0,1.11,1.16,0.64,1.08,0.52,1151,1153,1151,1151.111,2,21.3,22.1,20.8,21.337,1.3,26,26.6,25.6,25.981,1,10.5,10.5,8.2,9.219,2.3,67.3,72.2,67.2,69.704,5,1.111,1.165,0.646,1.085,0.519
2020/8/24 10:30,32.8,34,32.7,33.289,1.3,63,69,62,65.815,7,0,0,0,0,0,0,0,0,0,0,1.11,1.11,1.1,1.11,0.01,1147,1152,1146,1151.037,6,20.2,22.7,20.1,21.663,2.6,25.1,27,25,26.244,2,11.8,12.5,9.8,11.256,2.7,62.6,69.3,62.3,65.696,7,1.115,1.119,1.109,1.114,0.01
2020/8/24 10:35,33.4,33.4,32.5,33.052,0.9,65,66,63,64.333,3,0,0,0,0,0,0,0,0,0,0,1.14,1.14,1.11,1.118,0.03,1152,1152,1141,1148.63,11,21.6,21.6,19.8,20.852,1.8,26.2,26.2,24.8,25.611,1.4,11.6,12.2,10.9,11.593,1.3,64.5,66.2,62.6,64.374,3.6,1.144,1.147,1.11,1.122,0.037
2020/8/24 10:40,34.5,34.6,32.7,33.567,1.9,62,65,60,62.926,5,0,0,0,0,0,0,0,0,0,0,1.2,1.22,1.12,1.188,0.1,1141,1152,1141,1142.741,11,21.9,21.9,20.3,21.07,1.6,26.4,26.4,25.2,25.781,1.2,13.4,14.2,11.1,12.393,3.1,62.1,65,60.4,62.896,4.6,1.208,1.226,1.12,1.192,0.106
2020/8/24 10:45,34.9,35.1,33.8,34.496,1.3,60,63,59,60.577,4,0,0,0,0,0,0,0,0,0,0,1.08,1.24,0.85,1.189,0.39,1141,1152,1141,1143.538,11,21.3,22.4,20.4,21.463,2,26,26.8,25.2,26.089,1.6,14.8,14.8,13.1,13.893,1.7,59.5,62.8,58.9,60.523,3.9,1.084,1.243,0.857,1.194,0.386
2020/8/24 10:50,33.6,34.9,32.8,33.763,2.1,63,64,59,61.778,5,0,0,0,0,0,0,0,0,0,0,1.2,1.2,0.57,0.684,0.63,1141,1148,1141,1142.926,7,21.1,21.5,20.1,20.893,1.4,25.8,26.1,25,25.648,1.1,12.4,14.8,11.5,12.881,3.3,63.3,64.4,59,61.7,5.4,1.208,1.209,0.57,0.689,0.639
2020/8/24 10:55,33.6,34,32.2,33.341,1.8,61,63,61,61.778,2,0,0,0,0,0,0,0,0,0,0,1,1.3,1,1.232,0.3,1141,1143,1141,1141.111,2,20.5,21.4,19.3,20.378,2.1,25.3,26,24.3,25.226,1.7,13.1,13.3,11.4,12.656,1.9,61.2,63.3,60.7,61.744,2.6,1.004,1.306,1.004,1.236,0.302
2020/8/24 11:00,33.1,33.9,32.4,33.211,1.5,62,65,61,63.259,4,0,0,0,0,0,0,0,0,0,0,0.72,1.28,0.63,0.823,0.65,1141,1142,1141,1141.111,1,20.2,21.8,19.7,20.733,2.1,25.1,26.4,24.7,25.515,1.7,12.4,13.1,11,12.004,2.1,61.8,65.4,61.2,63.174,4.2,0.722,1.285,0.634,0.828,0.651
2020/8/24 11:05,31.1,33.1,31.1,32.411,2,68,68,61,64.778,7,0,0,0,0,0,0,0,0,0,0,0.56,0.72,0.56,0.611,0.16,1141,1142,1141,1141.148,1,19.7,20.9,19.4,20.227,1.5,24.7,25.7,24.4,25.104,1.3,9.2,12.7,9.2,11.038,3.5,67.6,67.7,60.9,64.633,6.8,0.567,0.722,0.562,0.614,0.16
2020/8/24 11:10,33.5,33.6,31.1,32.3,2.5,64,69,64,66.037,5,0,0,0,0,0,0,0,0,0,0,1.21,1.23,0.56,1.087,0.67,1147,1147,1141,1141.296,6,21.3,22.1,19.7,20.544,2.4,26,26.6,24.7,25.363,1.9,12,12.1,9.1,10.504,3,63.5,69.3,63.5,66.022,5.8,1.217,1.237,0.567,1.092,0.67
2020/8/24 11:15,34.9,35,33.2,34.415,1.8,59,65,58,61.481,7,0,0,0,0,0,0,0,0,0,0,1.28,1.28,1.09,1.211,0.19,1141,1152,1141,1142.926,11,21.3,22.3,20.6,21.637,1.7,26,26.7,25.4,26.219,1.3,14.8,15.3,11.5,13.478,3.8,58.7,64.9,58.4,61.5,6.5,1.282,1.282,1.094,1.217,0.188
2020/8/24 11:20,33.3,35.1,32.7,34.219,2.4,64,66,59,61.037,7,0,0,0,0,0,0,0,0,0,0,0.55,1.28,0.55,1.02,0.73,1141,1148,1141,1142.741,7,21.1,22.3,20.1,21.167,2.2,25.8,26.7,25,25.867,1.7,11.8,14.9,10.9,13.633,4,64.4,66.1,58.5,60.826,7.6,0.551,1.289,0.551,1.025,0.738
2020/8/24 11:25,32.5,33.4,32,32.715,1.4,66,67,63,64.926,4,0,0,0,0,0,0,0,0,0,0,0.53,0.55,0.52,0.528,0.03,1141,1142,1141,1141.074,1,20.8,21.2,19.9,20.681,1.3,25.5,25.9,24.8,25.444,1.1,10.7,12.2,10.4,11.156,1.8,65.7,66.8,62.8,65.059,4,0.539,0.551,0.525,0.534,0.026
2020/8/24 11:30,32.4,32.6,31.6,32.011,1,67,68,66,67.333,2,0,0,0,0,0,0,0,0,0,0,1.06,1.15,0.53,0.623,0.62,1141,1142,1141,1141.148,1,21,21.3,19.7,20.581,1.6,25.7,25.9,24.7,25.407,1.2,10.3,10.7,9.6,9.956,1.1,67.3,68.3,65.5,67.263,2.8,1.064,1.156,0.539,0.627,0.617
2020/8/24 11:35,32.3,32.6,32.3,32.411,0.3,67,67,65,66.37,2,0,0,0,0,0,0,0,0,0,0,0.6,1.22,0.6,0.761,0.62,1142,1147,1141,1141.222,6,20.8,21.1,20.2,20.781,0.9,25.6,25.8,25.1,25.537,0.7,10.2,11,10.2,10.519,0.8,66.8,67.3,64.8,66.23,2.5,0.6,1.222,0.6,0.766,0.622
2020/8/24 11:40,32.1,32.5,31.4,31.77,1.1,65,69,65,67.259,4,0,0,0,0,0,0,0,0,0,0,0.6,1.13,0.6,0.685,0.53,1151,1152,1141,1147.852,11,20,21.1,19.8,20.304,1.3,24.9,25.8,24.7,25.174,1.1,10.7,10.8,9.3,9.811,1.5,65.3,68.7,65.3,67.181,3.4,0.6,1.13,0.6,0.69,0.53
2020/8/24 11:45,31.4,32.2,31.2,31.637,1,69,70,65,67.37,5,0,0,0,0,0,0,0,0,0,0,0.57,0.6,0.53,0.543,0.07,1147,1152,1141,1144.074,11,20.4,20.8,19.6,20.089,1.2,25.2,25.5,24.6,25,0.9,9.1,10.8,8.9,9.807,1.9,68.7,69.5,65.3,67.311,4.2,0.577,0.6,0.535,0.548,0.065
2020/8/24 11:50,32.4,32.7,31.2,32.052,1.5,67,70,66,68,4,0,0,0,0,0,0,0,0,0,0,0.56,1.25,0.56,0.815,0.69,1151,1152,1147,1150.852,5,21,21.7,20.1,20.889,1.6,25.7,26.3,25,25.619,1.3,10.3,10.5,8.7,9.756,1.8,66.6,69.9,66.2,68.007,3.7,0.567,1.256,0.567,0.819,0.689
2020/8/24 11:55,32.5,32.5,31.6,32.096,0.9,68,69,67,67.444,2,0,0,0,0,0,0,0,0,0,0,1.26,1.26,0.56,0.675,0.7,1151,1152,1151,1151.037,1,21.4,21.4,20.1,20.756,1.3,26,26,25,25.544,1,10,10.4,9.4,9.944,1,67.7,68.6,66.6,67.389,2,1.267,1.267,0.566,0.679,0.701
2020/8/24 12:00,32.1,33.7,32,32.837,1.7,66,68,62,64.444,6,0,0,0,0,0,0,0,0,0,0,0.57,1.27,0.57,0.873,0.7,1141,1152,1141,1144.185,11,20.3,21.6,19.7,20.696,1.9,25.2,26.2,24.6,25.481,1.6,10.4,12.8,10,11.4,2.8,66.2,67.7,62.2,64.452,5.5,0.571,1.278,0.571,0.877,0.707
2020/8/24 12:05,31.7,32.3,31.4,31.748,0.9,69,70,66,67.815,4,0,0,0,0,0,0,0,0,0,0,0.54,0.57,0.54,0.547,0.03,1141,1142,1141,1141.111,1,20.7,21.1,19.9,20.411,1.2,25.5,25.8,24.8,25.252,1,9.3,10.5,9,9.704,1.5,68.8,69.8,66.2,67.822,3.6,0.542,0.571,0.542,0.552,0.029
2020/8/24 12:10,31,31.7,30.1,30.992,1.6,70,72,69,70.462,3,0,0,0,0,0,0,0,0,0,0,0.59,0.59,0.54,0.551,0.05,1142,1142,1141,1141.231,1,20.2,20.9,19.2,20.319,1.7,25.1,25.6,24.3,25.185,1.3,8.6,9.3,7.8,8.474,1.5,70.1,71.5,68.8,70.377,2.7,0.59,0.59,0.542,0.556,0.048
2020/8/24 12:15,32,32,31,31.343,1,67,71,67,69.321,4,0,0,0,0,0,0,0,0,0,0,0.81,0.99,0.59,0.709,0.4,1142,1142,1141,1141.214,1,20.5,20.7,20.2,20.381,0.5,25.3,25.4,25.1,25.244,0.3,10.1,10.1,8.3,9.026,1.8,67.2,71.2,67.1,69.268,4.1,0.813,0.995,0.59,0.712,0.405
2020/8/24 12:20,33.9,33.9,32,32.873,1.9,64,67,62,64.654,5,0,0,0,0,0,0,0,0,0,0,0.7,1.4,0.7,1.174,0.7,1131,1143,1131,1138.077,12,21.8,21.8,20,20.822,1.8,26.4,26.4,24.9,25.578,1.5,12.3,12.9,10.1,11.356,2.8,64.3,67.2,61.8,64.6,5.4,0.708,1.401,0.708,1.179,0.693
2020/8/24 12:25,33.2,34,32.9,33.352,1.1,64,65,62,63.556,3,0,0,0,0,0,0,0,0,0,0,0.68,1.23,0.66,0.74,0.57,1132,1132,1131,1131.333,1,21,22,20.2,20.989,1.8,25.7,26.5,25.1,25.711,1.4,11.8,12.7,11.3,12.019,1.4,63.9,64.9,62.3,63.533,2.6,0.683,1.235,0.665,0.744,0.57
2020/8/24 12:30,32.4,33.8,31.6,32.778,2.2,64,67,62,64.407,5,0,0,0,0,0,0,0,0,0,0,0.67,1.31,0.67,0.902,0.64,1131,1132,1121,1130.037,11,20,21.4,19.3,20.563,2.1,24.9,26,24.3,25.367,1.7,11.2,12.8,9.9,11.344,2.9,64.4,67.3,61.6,64.4,5.7,0.677,1.312,0.676,0.907,0.636
2020/8/24 12:35,32.7,32.7,31.6,32.241,1.1,64,66,64,65.185,2,0,0,0,0,0,0,0,0,0,0,1.25,1.27,0.67,0.868,0.6,1123,1132,1121,1126.037,11,20.4,20.8,19.5,20.204,1.3,25.2,25.5,24.5,25.081,1,11.4,11.4,10.1,10.785,1.3,63.8,65.9,63.8,65.122,2.1,1.257,1.27,0.675,0.872,0.595
2020/8/24 12:40,32.9,33.5,32.5,33.037,1,62,64,62,62.667,2,0,0,0,0,0,0,0,0,0,0,0.79,1.27,0.7,1.021,0.57,1121,1123,1121,1121.519,2,20,21.1,19.8,20.33,1.3,24.9,25.8,24.8,25.196,1,12.2,12.7,11.4,12.148,1.3,62.3,63.9,61.7,62.556,2.2,0.792,1.271,0.7,1.025,0.571
